number, theta_1, theta_2, theta_3, theta_4, theta_5, theta_6, theta_7, tau_1, tau_2, tau_3, tau_4, tau_5, tau_6, tau_7, m_00, m_01, m_02, m_03, m_10, m_11, m_12, m_13, m_20, m_21, m_22, m_23, m_30, m_31, m_32, m_33
33, -0.831588121605045, 0.277156352820520, -0.000008988172930, -0.000010785807516, -0.000026365292716, -0.000091439653820, -0.000002696479150, 0.003360624313354, 23.797925012588500, 0.304169530868530, -8.407580375671387, 0.121051549911499, 1.047980270385742, -0.038047691345215, 0.837201387302091, 0.513172121116678, 0.189071973618683, 185.614198227723563, -0.478849485838822, 0.854843764628115, -0.199863223201087, -200.377795772709050, -0.264191231897181, 0.076788750380780, 0.961408592016739, 1289.601119812273737, 0.000000000000000, 0.000000000000000, 0.000000000000000, 1.000000000000000
34, -0.831589499760654, 0.461987615149469, -0.000007669958472, 0.000060040962446, -0.000026269474141, -0.000085687157695, -0.000002636537998, 0.069228860855103, 38.773539077758791, 0.478043575286865, -13.628643770217895, 0.246945161819458, 1.635550100326538, -0.041718959808350, 0.793739077513265, 0.526293616936585, 0.304948037541149, 299.753258477952897, -0.430988833919912, 0.840400578187424, -0.328596246507165, -327.247229740877742, -0.429216614152743, 0.129390482470894, 0.893885451935093, 1223.059292267280625, 0.000000000000000, 0.000000000000000, 0.000000000000000, 1.000000000000000
35, -0.831589409876198, 0.646820345627565, -0.000006411576083, 0.000000539306738, -0.000026125571744, -0.000079335577305, -0.000002486712390, 0.104179353713989, 52.643507743835450, 0.639152183532715, -18.387510337829589, 0.363154649734497, 2.167049648284912, -0.043554594039917, 0.730407298337544, 0.545969622519122, 0.410392921261537, 403.302451901631173, -0.361519120414014, 0.818823530335684, -0.445905765542099, -442.643186654562271, -0.579490383104266, 0.177327937604130, 0.795453140313580, 1126.288784781300137, 0.000000000000000, 0.000000000000000, 0.000000000000000, 1.000000000000000
36, -0.831604659854144, 0.831636268257736, -0.000005123304930, -0.000079215695002, -0.000025981843880, -0.000072324807874, -0.000002486712390, 0.127031599044800, 64.423840211868281, 0.775610294342041, -22.475971412658694, 0.463517389297485, 2.646984561920166, -0.044055221557617, 0.649197017200413, 0.571091881680555, 0.502391575901358, 493.592790668849261, -0.272582692412460, 0.791312631147417, -0.547286940812337, -542.850151719243286, -0.710099928640513, 0.218353801123577, 0.669387562537298, 1002.553295686088973, 0.000000000000000, 0.000000000000000, 0.000000000000000, 1.000000000000000
37, -0.831596510584627, 1.016437270449938, -0.000004134575910, 0.000011864366451, -0.000025598220511, -0.000064894614007, -0.000002456769086, 0.215079956054687, 74.149486974716183, 0.879494533538818, -25.860572748184204, 0.540110006332397, 2.990581914901734, -0.044889600753784, 0.554161807862127, 0.601397857025896, 0.575521770458458, 567.149266087848218, -0.167211297229448, 0.757725012185293, -0.630787751932172, -624.443101293674886, -0.815441642783727, 0.253324739165872, 0.520462778439265, 855.886825720395450, 0.000000000000000, 0.000000000000000, 0.000000000000000, 1.000000000000000
38, -0.831597379431344, 1.201206454580873, -0.000003175790195, 0.000081372921955, -0.000025502401935, -0.000056745344490, -0.000002456769086, 0.199621084213257, 81.237715776443480, 0.960489025115967, -28.352033739089965, 0.596894187927246, 3.267428932189941, -0.046558359146118, 0.449843855172024, 0.634182491699876, 0.628850596871234, 621.056749445721266, -0.048548392688163, 0.720438148058602, -0.691817843358560, -684.247206635791827, -0.891786723119024, 0.280680320014120, 0.354873214578678, 691.838947731582380, 0.000000000000000, 0.000000000000000, 0.000000000000000, 1.000000000000000
39, -0.831602832221712, 1.386026661503478, -0.000002486712390, 0.000039158479761, -0.000025118953099, -0.000044820982346, -0.000002426771239, 0.159293592453003, 85.654920373916624, 1.013311519622803, -29.840747709274293, 0.634750308990478, 3.416282180786133, -0.045890855789185, 0.334304321815197, 0.670792808202027, 0.662025398969042, 653.378972432101023, 0.077219070205255, 0.680583396076242, -0.728590046721724, -720.973374037465987, -0.939296457787592, 0.294691787211262, 0.175723973714219, 516.213914316235105, 0.000000000000000, 0.000000000000000, 0.000000000000000, 1.000000000000000
40, -0.646788557455061, 0.092381176592479, -0.000010186614168, 0.000041585251000, -0.000025598307777, -0.000097012271949, -0.000002756420301, -0.095441730499268, 8.233529567718506, 0.107845926284790, -3.001198062896728, -0.005722436904907, 0.410514564514160, -0.034543298721313, 0.937856323803552, 0.338112685026569, 0.078136599144136, 76.341556350931597, -0.334955414813832, 0.940858785493269, -0.050888268265136, -53.817092595212920, -0.090721474792804, 0.021553607221403, 0.995643036447885, 1323.538349547815642, 0.000000000000000, 0.000000000000000, 0.000000000000000, 1.000000000000000
41, -0.646788677282823, 0.277203121208519, -0.000009467538517, -0.000075021232482, -0.000025310764784, -0.000096293196298, -0.000002636537998, 0.030917743682861, 23.902104366302492, 0.303729343414307, -8.459082307815551, 0.122812299728394, 1.050650283813477, -0.038047691345215, 0.911360526261546, 0.345972718406842, 0.222990738127077, 219.712039648702927, -0.315342519481638, 0.935056789171564, -0.161950290000170, -163.370331075940129, -0.264539385686236, 0.077276640340702, 0.961273756158152, 1289.473498805975169, 0.000000000000000, 0.000000000000000, 0.000000000000000, 1.000000000000000
42, -0.646788946990733, 0.461980903976712, -0.000008179212822, -0.000072864060071, -0.000025214858941, -0.000090420981495, -0.000002636537998, 0.099474479675293, 38.829325441360474, 0.481124887466431, -13.615878334045410, 0.246504974365234, 1.643893892288208, -0.039716449737549, 0.859585302038489, 0.361958981962866, 0.360692117873132, 355.125073292127638, -0.276740923190190, 0.923144053723665, -0.266869851250530, -267.035979093312960, -0.429566723514801, 0.129579132004518, 0.893689923070477, 1222.907078899426551, 0.000000000000000, 0.000000000000000, 0.000000000000000, 1.000000000000000
